grid_number,runtime
1,1.1856780000000002
2,0.26426000000000016
3,0.29315400000000036
4,0.20284400000000025
5,0.264516
6,0.2502179999999994
7,0.31247999999999987
8,0.19238799999999934
9,0.24704199999999954
10,0.3547950000000002
11,0.3487600000000004
12,0.3491779999999993
13,0.24005800000000033
14,0.27016500000000043
15,0.2932699999999997
16,0.3272969999999997
17,0.24998599999999982
18,0.26862299999999983
19,0.25013299999999994
20,0.2352129999999999
21,0.18964900000000107
22,0.2154019999999992
23,0.3494229999999998
24,0.16788500000000006
25,0.3598700000000008
26,0.17745999999999995
27,0.3144399999999994
28,0.29678499999999985
29,0.276663000000001
30,0.23506800000000005
31,0.30296900000000093
32,0.27904299999999793
33,0.1736770000000014
34,0.33718199999999854
35,0.22131800000000013
36,0.18712400000000073
37,0.2576970000000003
38,0.19710500000000053
39,0.18401999999999674
40,0.3189139999999995
41,0.16530299999999798
42,0.19913100000000128
43,0.3062049999999985
44,0.20099799999999846
45,0.3277189999999983
46,0.30687300000000306
47,0.2321259999999974
48,0.352053999999999
49,0.18551800000000185
50,0.3204330000000013
